"Name","ID","DisplayName","Group","Enabled","Profile","Platform","Direction","Action","EdgeTraversalPolicy","LSM","PrimaryStatus","Status","EnforcementStatus","PolicyStoreSourceType","Caption","Description","ElementName","InstanceID","CommonName","PolicyKeywords","PolicyDecisionStrategy","PolicyRoles","ConditionListType","CreationClassName","ExecutionStrategy","Mandatory","PolicyRuleName","Priority","RuleUsage","SequencedActions","SystemCreationClassName","SystemName","DisplayGroup","LocalOnlyMapping","LooseSourceMapping","Owner","Platforms","PolicyStoreSource","Profiles","RuleGroup","StatusCode","PSComputerName"
"Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper","Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper","Inbound Rule for Remote Shutdown (RPC-EP-In)","@firewallapi.dll,-36751","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic","@firewallapi.dll,-36755","Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper",,,"2",,"3","MSFT|FW|FirewallRule|Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper","2",,"",,,"3","","","Remote Shutdown","False","False",,"System.String[]","PersistentStore","0","@firewallapi.dll,-36751","65536",
"MsiScsi-In-TCP-NoScope","MsiScsi-In-TCP-NoScope","iSCSI Service (TCP-In)","@FirewallAPI.dll,-29002","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]","@FirewallAPI.dll,-29003","MsiScsi-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|MsiScsi-In-TCP-NoScope","2",,"",,,"3","","","iSCSI Service","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-29002","65536",
"MsiScsi-Out-TCP-NoScope","MsiScsi-Out-TCP-NoScope","iSCSI Service (TCP-Out)","@FirewallAPI.dll,-29002","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]","@FirewallAPI.dll,-29007","MsiScsi-Out-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|MsiScsi-Out-TCP-NoScope","2",,"",,,"3","","","iSCSI Service","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-29002","65536",
"MsiScsi-In-TCP","MsiScsi-In-TCP","iSCSI Service (TCP-In)","@FirewallAPI.dll,-29002","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]","@FirewallAPI.dll,-29003","MsiScsi-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MsiScsi-In-TCP","2",,"",,,"3","","","iSCSI Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-29002","65536",
"MsiScsi-Out-TCP","MsiScsi-Out-TCP","iSCSI Service (TCP-Out)","@FirewallAPI.dll,-29002","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]","@FirewallAPI.dll,-29007","MsiScsi-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MsiScsi-Out-TCP","2",,"",,,"3","","","iSCSI Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-29002","65536",
"FPS-NB_Session-In-TCP-NoScope","FPS-NB_Session-In-TCP-NoScope","File and Printer Sharing (NB-Session-In)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]","@FirewallAPI.dll,-28503","FPS-NB_Session-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Session-In-TCP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Session-Out-TCP-NoScope","FPS-NB_Session-Out-TCP-NoScope","File and Printer Sharing (NB-Session-Out)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]","@FirewallAPI.dll,-28507","FPS-NB_Session-Out-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Session-Out-TCP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-SMB-In-TCP-NoScope","FPS-SMB-In-TCP-NoScope","File and Printer Sharing (SMB-In)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]","@FirewallAPI.dll,-28511","FPS-SMB-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SMB-In-TCP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-SMB-Out-TCP-NoScope","FPS-SMB-Out-TCP-NoScope","File and Printer Sharing (SMB-Out)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]","@FirewallAPI.dll,-28515","FPS-SMB-Out-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SMB-Out-TCP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Name-In-UDP-NoScope","FPS-NB_Name-In-UDP-NoScope","File and Printer Sharing (NB-Name-In)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]","@FirewallAPI.dll,-28519","FPS-NB_Name-In-UDP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Name-In-UDP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Name-Out-UDP-NoScope","FPS-NB_Name-Out-UDP-NoScope","File and Printer Sharing (NB-Name-Out)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]","@FirewallAPI.dll,-28523","FPS-NB_Name-Out-UDP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Name-Out-UDP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Datagram-In-UDP-NoScope","FPS-NB_Datagram-In-UDP-NoScope","File and Printer Sharing (NB-Datagram-In)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]","@FirewallAPI.dll,-28527","FPS-NB_Datagram-In-UDP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Datagram-In-UDP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Datagram-Out-UDP-NoScope","FPS-NB_Datagram-Out-UDP-NoScope","File and Printer Sharing (NB-Datagram-Out)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]","@FirewallAPI.dll,-28531","FPS-NB_Datagram-Out-UDP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Datagram-Out-UDP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-SpoolSvc-In-TCP-NoScope","FPS-SpoolSvc-In-TCP-NoScope","File and Printer Sharing (Spooler Service - RPC)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow the Print Spooler Service to communicate via TCP/RPC.","@FirewallAPI.dll,-28535","FPS-SpoolSvc-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SpoolSvc-In-TCP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-RPCSS-In-TCP-NoScope","FPS-RPCSS-In-TCP-NoScope","File and Printer Sharing (Spooler Service - RPC-EPMAP)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Spooler Service.","@FirewallAPI.dll,-28539","FPS-RPCSS-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-RPCSS-In-TCP-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP4-ERQ-In-NoScope","FPS-ICMP4-ERQ-In-NoScope","File and Printer Sharing (Echo Request - ICMPv4-In)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28543","FPS-ICMP4-ERQ-In-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP4-ERQ-In-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP4-ERQ-Out-NoScope","FPS-ICMP4-ERQ-Out-NoScope","File and Printer Sharing (Echo Request - ICMPv4-Out)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28544","FPS-ICMP4-ERQ-Out-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP4-ERQ-Out-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP6-ERQ-In-NoScope","FPS-ICMP6-ERQ-In-NoScope","File and Printer Sharing (Echo Request - ICMPv6-In)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28545","FPS-ICMP6-ERQ-In-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP6-ERQ-In-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP6-ERQ-Out-NoScope","FPS-ICMP6-ERQ-Out-NoScope","File and Printer Sharing (Echo Request - ICMPv6-Out)","@FirewallAPI.dll,-28502","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28546","FPS-ICMP6-ERQ-Out-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP6-ERQ-Out-NoScope","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Session-In-TCP","FPS-NB_Session-In-TCP","File and Printer Sharing (NB-Session-In)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]","@FirewallAPI.dll,-28503","FPS-NB_Session-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Session-In-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Session-Out-TCP","FPS-NB_Session-Out-TCP","File and Printer Sharing (NB-Session-Out)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]","@FirewallAPI.dll,-28507","FPS-NB_Session-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Session-Out-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-SMB-In-TCP","FPS-SMB-In-TCP","File and Printer Sharing (SMB-In)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]","@FirewallAPI.dll,-28511","FPS-SMB-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SMB-In-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-SMB-Out-TCP","FPS-SMB-Out-TCP","File and Printer Sharing (SMB-Out)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]","@FirewallAPI.dll,-28515","FPS-SMB-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SMB-Out-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Name-In-UDP","FPS-NB_Name-In-UDP","File and Printer Sharing (NB-Name-In)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]","@FirewallAPI.dll,-28519","FPS-NB_Name-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Name-In-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Name-Out-UDP","FPS-NB_Name-Out-UDP","File and Printer Sharing (NB-Name-Out)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]","@FirewallAPI.dll,-28523","FPS-NB_Name-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Name-Out-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Datagram-In-UDP","FPS-NB_Datagram-In-UDP","File and Printer Sharing (NB-Datagram-In)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]","@FirewallAPI.dll,-28527","FPS-NB_Datagram-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Datagram-In-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Datagram-Out-UDP","FPS-NB_Datagram-Out-UDP","File and Printer Sharing (NB-Datagram-Out)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]","@FirewallAPI.dll,-28531","FPS-NB_Datagram-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Datagram-Out-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-SpoolSvc-In-TCP","FPS-SpoolSvc-In-TCP","File and Printer Sharing (Spooler Service - RPC)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow the Print Spooler Service to communicate via TCP/RPC.","@FirewallAPI.dll,-28535","FPS-SpoolSvc-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SpoolSvc-In-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-RPCSS-In-TCP","FPS-RPCSS-In-TCP","File and Printer Sharing (Spooler Service - RPC-EPMAP)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Spooler Service.","@FirewallAPI.dll,-28539","FPS-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-RPCSS-In-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP4-ERQ-In","FPS-ICMP4-ERQ-In","File and Printer Sharing (Echo Request - ICMPv4-In)","@FirewallAPI.dll,-28502","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28543","FPS-ICMP4-ERQ-In",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP4-ERQ-In","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28502","65536",
